DEBUG: General     , 1744423850189> LoggerManager.init                  > Initializing...
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setGoal(IsoNpcPlayer.java:414)
	... 20 more
LOG  : General     , 1744423899242> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setSubGoal
function: assignWork -- file: MilitaryFaction.lua line # 111 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899243> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899243> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setSubGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setSubGoal(IsoNpcPlayer.java:431)
	... 20 more
LOG  : General     , 1744423899244> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setGoal
function: assignWork -- file: MilitaryFaction.lua line # 110 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899245> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899246> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setGoal(IsoNpcPlayer.java:414)
	... 20 more
LOG  : General     , 1744423899246> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setSubGoal
function: assignWork -- file: MilitaryFaction.lua line # 111 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899247> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899247> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setSubGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setSubGoal(IsoNpcPlayer.java:431)
	... 20 more
LOG  : General     , 1744423899248> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setGoal
function: assignWork -- file: MilitaryFaction.lua line # 110 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899249> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899249> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setGoal(IsoNpcPlayer.java:414)
	... 20 more
LOG  : General     , 1744423899250> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setSubGoal
function: assignWork -- file: MilitaryFaction.lua line # 111 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899251> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899251> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setSubGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setSubGoal(IsoNpcPlayer.java:431)
	... 20 more
LOG  : General     , 1744423899251> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setGoal
function: assignWork -- file: MilitaryFaction.lua line # 110 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899252> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899252> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setGoal(IsoNpcPlayer.java:414)
	... 20 more
LOG  : General     , 1744423899253> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setSubGoal
function: assignWork -- file: MilitaryFaction.lua line # 111 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899254> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899254> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setSubGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setSubGoal(IsoNpcPlayer.java:431)
	... 20 more
LOG  : General     , 1744423899255> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setGoal
function: assignWork -- file: MilitaryFaction.lua line # 110 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899255> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899256> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setGoal(IsoNpcPlayer.java:414)
	... 20 more
LOG  : General     , 1744423899256> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setSubGoal
function: assignWork -- file: MilitaryFaction.lua line # 111 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899257> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899258> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setSubGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setSubGoal(IsoNpcPlayer.java:431)
	... 20 more
LOG  : General     , 1744423899258> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setGoal
function: assignWork -- file: MilitaryFaction.lua line # 110 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899259> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899260> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setGoal(IsoNpcPlayer.java:414)
	... 20 more
LOG  : General     , 1744423899260> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setSubGoal
function: assignWork -- file: MilitaryFaction.lua line # 111 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899261> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899261> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1782)
	at se.krka.kahlua.integration.LuaCaller.pcall(LuaCaller.java:85)
	at knox.event.utils.NpcFaction.setup(NpcFaction.java:34)
	at knox.event.npc.NpcFactionManager.init(NpcFactionManager.java:17)
	at knox.event.meta.KnoxEventMetaMainLoop.init(KnoxEventMetaMainLoop.java:65)
	at knox.event.KnoxEventMainLoop.init(KnoxEventMainLoop.java:106)
	at zombie.gameStates.GameLoadingState$1.runInner(GameLoadingState.java:296)
	at zombie.gameStates.GameLoadingState$1.run(GameLoadingState.java:218)
	at java.base/java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NullPointerException: Cannot invoke "knox.event.utils.behaviortree.BehaviorTreeBase.setSubGoal(String)" because "this.tree" is null
	at zombie.characters.IsoNpcPlayer.setSubGoal(IsoNpcPlayer.java:431)
	... 20 more
LOG  : General     , 1744423899262> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: setGoal
function: assignWork -- file: MilitaryFaction.lua line # 110 | MOD: Knox Event Expanded
function: setup -- file: MilitaryFaction.lua line # 189 | MOD: Knox Event Expanded

ERROR: General     , 1744423899263> ExceptionLogger.logException> Exception thrown java.lang.reflect.InvocationTargetException at NativeMethodAccessorImpl.invoke0 (Native Method).
ERROR: General     , 1744423899263> DebugLogStream.printException> Stack trace:
java.lang.reflect.InvocationTargetException
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:188)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
